PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;SOORT DIPLOMA;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;deeltijd onderwijs;master;wo master;0;0;0;2;0;0;2;3;0;3
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;master;wo master;4;14;10;15;3;22;7;21;7;25
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60816;M Taalwetenschappen;duaal onderwijs;master;wo master;0;0;1;4;0;9;1;9;0;7
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;wo master;0;1;1;6;0;8;3;4;1;7
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;deeltijd onderwijs;master;wo master;0;0;0;0;0;0;0;0;1;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;master;wo master;0;2;1;2;6;6;5;6;0;2
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;master;wo master;6;1;2;5;2;1;2;0;3;3
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;wo master;16;6;17;14;22;10;9;8;28;17
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;master;wo master;0;0;0;2;7;3;5;7;5;2
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;wo master;0;0;0;0;1;2;1;3;0;2
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;wo master;1;2;3;4;2;8;4;3;5;6
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;master;wo master;0;1;2;1;2;1;2;1;2;5
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60828;M Kunst- & cultuurwetenschappen;duaal onderwijs;master;wo master;0;0;0;0;0;4;0;3;3;2
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;wo master;0;0;3;14;14;23;11;23;7;24
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;wo master;31;61;35;70;39;58;45;97;30;73
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60831;M Mediastudies;duaal onderwijs;master;wo master;0;0;3;10;8;22;9;23;11;14
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60832;M Mediastudies (research);voltijd onderwijs;master;wo master;0;0;1;4;6;8;4;12;6;5
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60833;M Communicatie- & Informatiewetenschappen;duaal onderwijs;master;wo master;0;0;1;11;0;9;2;10;2;6
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60834;M Communicatie- & Informatiewetenschappen (research);voltijd onderwijs;master;wo master;1;1;1;1;1;2;3;1;2;2
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60835;M Erfgoedstudies;deeltijd onderwijs;master;wo master;0;0;0;1;0;0;1;0;0;1
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60835;M Erfgoedstudies;duaal onderwijs;master;wo master;0;0;8;16;8;30;11;24;9;20
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60836;M Erfgoedstudies;duaal onderwijs;master;wo master;0;0;1;1;0;7;0;1;0;6
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60842;M Midden-Oosten Studies;voltijd onderwijs;master;wo master;0;1;1;8;3;9;5;8;3;8
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;deeltijd onderwijs;master;wo master;0;1;1;1;0;0;1;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;voltijd onderwijs;master;wo master;3;15;4;21;3;17;3;17;3;10
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60850;M Neerlandistiek;duaal onderwijs;master;wo master;1;0;3;16;5;20;2;10;5;19
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60851;M Neerlandistiek (research);voltijd onderwijs;master;wo master;0;0;1;3;1;6;1;4;0;2
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66003;M Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;master;wo master;1;2;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;master;wo master;13;6;5;2;10;6;3;1;8;7
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;wo master;61;61;72;78;71;59;56;79;55;63
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66040;M Arabische Taal en Cultuur;voltijd onderwijs;master;wo master;6;2;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;deeltijd onderwijs;master;wo master;4;1;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;voltijd onderwijs;master;wo master;8;6;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66700;M Muziekwetenschap;voltijd onderwijs;master;wo master;4;7;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66802;M Literatuurwetenschap;deeltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66802;M Literatuurwetenschap;voltijd onderwijs;master;wo master;0;3;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;deeltijd onderwijs;master;wo master;0;2;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;voltijd onderwijs;master;wo master;3;7;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66805;M Duitse Taal en Cultuur;deeltijd onderwijs;master;wo master;0;4;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66806;M Engelse Taal en Cultuur;voltijd onderwijs;master;wo master;0;6;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66807;M Scandinavische Talen en Culturen;deeltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66807;M Scandinavische Talen en Culturen;voltijd onderwijs;master;wo master;2;0;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66808;M Franse Taal en Cultuur;deeltijd onderwijs;master;wo master;1;1;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66808;M Franse Taal en Cultuur;voltijd onderwijs;master;wo master;1;2;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66809;M Italiaanse Taal en Cultuur;voltijd onderwijs;master;wo master;0;3;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66810;M Spaanse Taal en Cultuur;deeltijd onderwijs;master;wo master;0;2;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66810;M Spaanse Taal en Cultuur;voltijd onderwijs;master;wo master;0;4;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66813;M Slavische Talen en Culturen;voltijd onderwijs;master;wo master;1;2;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66816;M Latijnse Taal en Cultuur;deeltijd onderwijs;master;wo master;2;0;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66816;M Latijnse Taal en Cultuur;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66823;M Algemene Cultuurwetenschappen;voltijd onderwijs;master;wo master;2;19;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66824;M Kunstgeschiedenis;deeltijd onderwijs;master;wo master;3;6;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66824;M Kunstgeschiedenis;voltijd onderwijs;master;wo master;2;14;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66825;M Archeologie en Prehistorie;voltijd onderwijs;master;wo master;3;5;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);67084;M Wijsbegeerte van een Bepaald Wetenschapsgebied;deeltijd onderwijs;master;wo master;1;1;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);67084;M Wijsbegeerte van een Bepaald Wetenschapsgebied;voltijd onderwijs;master;wo master;1;5;2;2;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);50645;B Bedrijfskunde;voltijd onderwijs;bachelor;wo bachelor;163;77;181;100;186;101;135;98;117;74
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;bachelor;wo bachelor;106;59;94;41;80;39;88;34;86;48
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;bachelor;wo bachelor;47;59;47;47;55;43;60;65;51;39
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;bachelor;wo bachelor;25;7;31;14;17;7;37;9;30;18
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;master;wo master;68;20;86;24;71;19;58;23;76;26
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);60047;M Accounting and Control;deeltijd onderwijs;master;wo master;68;31;67;33;84;35;54;27;56;25
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);60047;M Accounting and Control;voltijd onderwijs;master;wo master;30;19;40;31;42;30;32;28;34;26
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);60048;M Marketing;voltijd onderwijs;master;wo master;44;58;54;77;53;73;57;100;61;81
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);60162;M Tinbergen Institute Master of Philosophy in Economics (research);voltijd onderwijs;master;wo master;3;5;2;2;5;1;4;3;5;2
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);60444;M Spatial, Transport and Environmental Economics;voltijd onderwijs;master;wo master;12;13;8;9;21;8;15;9;10;5
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);60644;M Business Administration;voltijd onderwijs;master;wo master;356;219;350;245;338;262;297;224;251;234
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);65006;M Entrepreneurship (joint degree);voltijd onderwijs;master;wo master;0;0;0;0;30;6;18;14;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;wo master;16;13;17;10;12;15;15;12;13;10
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;economie;n.v.t. (economie);66833;M Econometrics and Operations Research;voltijd onderwijs;master;wo master;22;8;19;8;31;20;25;16;34;9
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50007;B Bestuurs- en Organisatiewetenschap;voltijd onderwijs;bachelor;wo bachelor;90;93;58;87;53;68;98;97;84;91
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;bachelor;wo bachelor;6;28;2;33;2;25;4;25;4;32
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;deeltijd onderwijs;bachelor;wo bachelor;1;2;0;0;1;0;0;1;2;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;voltijd onderwijs;bachelor;wo bachelor;21;56;29;41;23;57;15;59;15;66
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;wo bachelor;7;11;10;13;5;18;14;8;9;12
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;wo bachelor;45;191;66;247;41;197;55;185;52;201
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;bachelor;wo bachelor;23;14;20;14;20;19;34;13;23;17
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;bachelor;wo bachelor;5;80;1;67;6;56;4;81;2;54
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;bachelor;wo bachelor;32;70;38;77;35;77;25;70;19;64
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60045;M Environment and Resource Management;voltijd onderwijs;master;wo master;38;34;25;35;33;31;16;36;35;42
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60049;M Social and Cultural Anthropology;deeltijd onderwijs;master;wo master;0;1;0;1;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60049;M Social and Cultural Anthropology;voltijd onderwijs;master;wo master;5;41;8;24;3;24;6;26;6;26
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60050;M Culture, Organization and Management;voltijd onderwijs;master;wo master;14;47;21;69;10;45;17;63;14;59
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60052;M Beleid, Communicatie en Organisatie;voltijd onderwijs;master;wo master;58;108;58;95;50;81;69;118;72;97
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60053;M Social Psychology: Regulation of Social Behaviour (research);voltijd onderwijs;master;wo master;3;11;3;11;4;10;0;10;8;5
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;master;wo master;7;16;23;17;19;20;16;15;11;10
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60260;M Psychologie;voltijd onderwijs;master;wo master;40;155;29;186;28;180;28;210;25;196
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60332;M Social Research (research);voltijd onderwijs;master;wo master;2;8;0;7;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60510;M Cognitive Neuropsychology (research);voltijd onderwijs;master;wo master;2;12;1;18;5;16;6;22;3;15
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60513;M Clinical and Developmental Psychopathology (research);voltijd onderwijs;master;wo master;5;6;2;7;4;12;4;4;0;12
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;deeltijd onderwijs;master;wo master;0;1;2;1;0;1;2;4;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;voltijd onderwijs;master;wo master;6;41;7;27;16;59;21;83;31;110
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;master;wo master;6;22;4;13;8;11;3;12;6;18
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;deeltijd onderwijs;master;wo master;1;13;3;6;0;7;0;8;2;7
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;master;wo master;5;91;3;72;1;94;3;82;5;74
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;voltijd onderwijs;master;wo master;40;127;39;74;34;101;44;132;32;106
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;deeltijd onderwijs;master;wo master;38;24;24;16;9;9;8;15;16;14
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;master;wo master;23;27;21;21;22;20;21;25;19;25
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);50509;B Gezondheid en Leven;voltijd onderwijs;bachelor;wo bachelor;7;76;14;103;12;106;18;121;23;140
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;wo bachelor;100;194;103;198;122;209;93;249;112;257
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56553;B Gezondheidswetenschappen;voltijd onderwijs;bachelor;wo bachelor;25;75;15;102;11;112;19;80;11;75
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;bachelor;wo bachelor;24;30;20;36;17;39;21;36;23;44
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56950;B Bewegingswetenschappen;voltijd onderwijs;bachelor;wo bachelor;61;66;68;63;49;54;53;58;60;53
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;wo bachelor;39;74;32;71;32;61;31;52;26;45
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60368;M Lifestyle and Chronic Disorders (research);voltijd onderwijs;master;wo master;1;11;3;8;1;2;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60811;M Oncology;voltijd onderwijs;master;wo master;13;12;8;13;5;19;9;8;5;16
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60812;M Human Movement Sciences: Sport, Exercise and Health (research);voltijd onderwijs;master;wo master;7;5;5;12;7;13;2;10;9;7
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;wo master;113;212;107;210;101;256;105;206;108;203
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66560;M Tandheelkunde;voltijd onderwijs;master;wo master;1;0;0;0;0;0;0;0;0;0
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66586;M Cardiovascular Research (research);voltijd onderwijs;master;wo master;1;4;3;7;3;5;0;7;2;5
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;master;wo master;15;25;16;25;18;40;26;30;16;33
Noord-Holland;363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66851;M Health Sciences;voltijd onderwijs;master;wo master;22;143;16;150;24;116;19;146;16;107
