PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;SOORT DIPLOMA;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;master;wo master;19;8;33;11;33;11;41;25;57;21
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;master;wo master;112;10;129;15;139;14;170;18;198;23
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;master;wo master;75;19;66;19;63;19;69;17;59;16
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60618;M Nanoscience;voltijd onderwijs;master;wo master;1;0;0;0;0;0;0;0;0;0
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);65011;M Nanobiology (joint degree);voltijd onderwijs;master;wo master;0;0;0;0;0;0;0;0;9;2
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;master;wo master;19;18;19;14;16;16;23;17;37;35
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66286;M Life Science and Technology;voltijd onderwijs;master;wo master;12;11;15;12;22;19;24;16;20;20
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66954;M Geomatics;voltijd onderwijs;master;wo master;2;0;4;4;7;7;12;3;9;6
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66956;M Aerospace Engineering;voltijd onderwijs;master;wo master;164;11;227;15;210;27;264;34;329;44
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66957;M Marine Technology;voltijd onderwijs;master;wo master;32;1;35;6;32;7;33;9;43;8
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66958;M Materials Science and Engineering;voltijd onderwijs;master;wo master;8;2;14;4;11;2;7;6;16;6
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66995;M Management of Technology;voltijd onderwijs;master;wo master;45;10;32;15;43;11;52;20;44;24
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;bachelor;wo bachelor;11;43;8;56;12;40;11;22;9;48
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;deeltijd onderwijs;bachelor;wo bachelor;0;0;4;3;2;2;0;1;1;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;voltijd onderwijs;bachelor;wo bachelor;18;70;24;59;30;71;16;57;25;74
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;bachelor;wo bachelor;6;21;6;28;3;12;5;4;0;5
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;wo bachelor;76;277;65;292;95;313;96;340;86;325
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;bachelor;wo bachelor;42;34;51;42;63;61;90;71;85;82
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;deeltijd onderwijs;bachelor;wo bachelor;1;3;0;6;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;bachelor;wo bachelor;6;206;8;168;6;179;7;212;9;169
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;wo bachelor;34;40;57;54;73;60;71;61;92;67
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60020;M Public Administration;voltijd onderwijs;master;wo master;42;49;32;44;41;43;40;41;43;47
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60156;M Cultural Anthropology and Development Sociology;voltijd onderwijs;master;wo master;5;22;11;32;5;23;5;27;8;34
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60159;M Developmental Psychopathology in Education and Child Studies (research);voltijd onderwijs;master;wo master;1;12;0;9;0;11;0;20;0;13
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60160;M Political Science Research: Institutional Analysis (research);voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;master;wo master;37;24;32;24;41;29;26;41;27;39
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60383;M Psychology (research);voltijd onderwijs;master;wo master;7;18;10;19;6;16;9;25;7;23
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;deeltijd onderwijs;master;wo master;2;7;1;9;2;5;0;2;0;9
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;voltijd onderwijs;master;wo master;5;155;6;170;5;174;2;156;5;169
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60416;M Management Publieke Sector;voltijd onderwijs;master;wo master;12;13;11;18;34;27;23;32;32;15
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60417;M Crisis and Security Management;voltijd onderwijs;master;wo master;4;9;30;32;46;53;74;65;82;77
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;deeltijd onderwijs;master;wo master;1;1;0;0;1;1;0;0;1;2
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;voltijd onderwijs;master;wo master;9;36;10;62;9;47;12;40;10;46
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;deeltijd onderwijs;master;wo master;0;0;0;0;0;0;1;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;voltijd onderwijs;master;wo master;3;9;8;14;6;16;10;15;11;12
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60421;M Political Science and Public Administration (research);voltijd onderwijs;master;wo master;4;3;3;4;7;5;7;5;1;5
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60500;M European Union Studies;voltijd onderwijs;master;wo master;5;11;3;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;master;wo master;61;282;93;318;89;409;101;441;123;427
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);6551;Geneeskunde;voltijd onderwijs;beroepsfase;wo ongedeelde opleiding;46;92;25;41;10;12;13;5;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);6551;Geneeskunde;voltijd onderwijs;initiële opleiding;wo ongedeelde opleiding;27;57;19;19;10;10;6;8;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;wo bachelor;97;223;81;199;102;191;96;169;92;176
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;wo bachelor;15;31;10;36;11;40;17;37;10;35
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);60515;M Vitality and Ageing;voltijd onderwijs;master;wo master;0;0;0;0;0;0;0;0;1;11
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;wo master;5;14;42;115;67;157;86;174;99;212
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;master;wo master;14;34;21;26;23;44;18;50;26;57
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;deeltijd onderwijs;bachelor;wo bachelor;0;0;1;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;voltijd onderwijs;bachelor;wo bachelor;7;2;10;4;8;4;9;7;14;5
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50206;B Natuurkunde;voltijd onderwijs;bachelor;wo bachelor;21;7;27;0;25;2;36;2;24;7
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50207;B Bio-Farmaceutische Wetenschappen;voltijd onderwijs;bachelor;wo bachelor;23;29;29;25;38;61;40;66;50;73
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56286;B Life Science and Technology;voltijd onderwijs;bachelor;wo bachelor;12;8;19;13;12;10;10;15;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;bachelor;wo bachelor;34;39;41;36;44;38;48;33;52;35
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56978;B Informatica;deeltijd onderwijs;bachelor;wo bachelor;1;0;0;0;1;1;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;bachelor;wo bachelor;17;0;19;5;24;4;32;6;58;6
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56980;B Wiskunde;deeltijd onderwijs;bachelor;wo bachelor;0;0;0;0;2;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;bachelor;wo bachelor;24;5;21;11;28;7;19;6;16;5
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);59308;B Molecular Science and Technology;voltijd onderwijs;bachelor;wo bachelor;12;4;23;8;15;8;16;3;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60200;M Astronomy;voltijd onderwijs;master;wo master;6;6;10;4;14;2;15;3;17;4
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;master;wo master;15;4;14;2;22;5;18;6;21;3
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60205;M ICT in Business and the Public Sector;voltijd onderwijs;master;wo master;21;8;23;15;27;8;35;9;33;8
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60206;M Mediatechnology;voltijd onderwijs;master;wo master;8;4;14;4;20;12;9;9;11;12
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60207;M Bio-Pharmaceutical Sciences;voltijd onderwijs;master;wo master;24;23;13;25;16;22;18;29;27;35
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60300;M Computer Science;voltijd onderwijs;master;wo master;17;2;13;2;17;1;21;2;24;5
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60957;M Master Statistical Science for the Life and Behavioural Sciences;voltijd onderwijs;master;wo master;0;0;0;0;0;0;0;0;5;4
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66286;M Life Science and Technology;voltijd onderwijs;master;wo master;8;10;16;11;12;10;12;6;14;7
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;master;wo master;14;4;25;8;27;8;18;5;18;13
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;master;wo master;18;38;27;33;42;32;29;45;36;41
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;master;wo master;20;11;16;6;22;8;29;13;29;10
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;master;wo postmaster;0;2;2;1;2;2;3;2;3;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;wo postmaster;4;5;7;3;11;8;8;3;9;6
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;master;wo postmaster;0;1;0;1;0;4;2;1;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;master;wo postmaster;0;13;8;4;4;9;3;7;3;16
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;master;wo postmaster;2;1;0;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;master;wo postmaster;1;3;0;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;wo postmaster;1;0;0;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;wo postmaster;0;1;1;0;1;2;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;wo postmaster;8;14;8;4;5;9;5;7;3;7
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;master;wo postmaster;0;2;1;1;0;0;0;0;2;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;wo postmaster;1;2;3;2;2;1;6;0;3;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;wo postmaster;0;1;0;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;master;wo postmaster;0;2;2;0;0;1;0;0;2;2
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;wo postmaster;2;1;3;4;2;3;5;1;2;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;master;wo postmaster;0;1;0;2;0;0;2;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;master;wo postmaster;2;1;1;0;2;3;3;1;3;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;master;wo postmaster;0;1;0;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;wo postmaster;0;1;1;0;2;0;0;1;0;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;master;wo postmaster;4;2;5;3;2;2;2;2;6;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;wo postmaster;0;1;0;0;0;0;0;0;0;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68529;M Educatieve master Geesteswetenschappen;deeltijd onderwijs;master;wo postmaster;3;7;4;18;8;17;8;9;3;8
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68529;M Educatieve master Geesteswetenschappen;voltijd onderwijs;master;wo postmaster;28;65;21;68;25;62;42;70;30;44
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;wo bachelor;10;35;9;12;13;17;9;14;6;6
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;wo bachelor;193;295;184;289;189;315;165;292;154;275
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;bachelor;wo bachelor;7;2;3;1;4;0;4;3;1;0
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;bachelor;wo bachelor;43;27;49;21;53;41;62;39;61;50
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;bachelor;wo bachelor;0;0;0;0;0;1;0;1;0;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;bachelor;wo bachelor;18;30;9;27;12;29;5;25;3;21
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;master;wo master;16;17;13;20;14;24;11;19;18;22
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;master;wo master;163;223;161;237;167;289;201;348;219;377
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66474;M Jeugdrecht;voltijd onderwijs;master;wo master;0;4;1;22;2;26;3;36;0;34
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;master;wo master;4;1;5;2;2;0;2;2;4;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;wo master;24;16;43;16;31;17;31;20;31;26
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;master;wo master;0;1;0;1;1;0;2;0;1;1
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;wo master;10;24;7;25;11;18;5;20;10;27
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;50429;B Liberal Arts and Sciences: Global Challenges;voltijd onderwijs;bachelor;wo bachelor;27;40;24;44;49;67;75;107;58;109
Zuid-Holland;546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;55009;B Molecular Science and Technology (joint degree);voltijd onderwijs;bachelor;wo bachelor;0;0;0;0;0;0;3;1;60;24
